codigo;ex;tabela;descricao;aliqNac;aliqImp;0.0.2
30041019;;0;Outros;30.75;35.50;
30041020;;0;Que contenham estreptomicinas ou seus derivados;30.75;35.50;
30042011;;0;Cloranfenicol, seu palmitato, seu succinato ou seu hemissuccinato;30.75;35.50;
30042019;;0;Outros;30.75;35.50;
30042021;;0;Eritromicina ou seus sais;30.75;38.24;
30042029;;0;Outros;30.75;35.50;
30042031;;0;Rifamicina SV sódica;30.75;35.50;
30042032;;0;Rifampicina;30.75;35.50;
30042039;;0;Outros;30.75;35.50;
30042041;;0;Cloridrato de lincomicina;30.75;38.24;
30042049;;0;Outros;30.75;35.50;
30042051;;0;Cefalotina sódica;30.75;38.24;
30042052;;0;Cefaclor ou cefalexina monoidratados;30.75;38.24;
30042059;;0;Outros;30.75;35.50;
30042061;;0;Sulfato de gentamicina;30.75;38.24;
30042062;;0;Daunorubicina;30.75;31.35;
30042063;;0;"Idarubicina; pirarubicina";30.75;31.35;
30042069;;0;Outros;30.75;35.50;
30042071;;0;Vancomicina;30.75;35.50;
30042072;;0;Actinomicinas;30.75;31.35;
30042073;;0;Ciclosporina A;30.75;31.35;
30042079;;0;Outros;30.75;35.50;
30042091;;0;Mitomicina;30.75;31.35;
30042092;;0;Fumarato de tiamulina;30.75;35.50;
30042093;;0;Bleomicinas ou seus sais;30.75;31.35;
30042094;;0;Imipenem;30.75;31.35;
30042095;;0;Anfotericina B em lipossomas;30.75;31.35;
30042099;;0;Outros;30.75;35.50;
30043100;;0;--Que contenham insulina;30.75;38.24;
30043210;;0;Hormônios corticosteróides;30.75;38.24;
30043220;;0;Espironolactona;30.75;38.24;
30043290;;0;Outros;30.75;35.50;
30043911;;0;Somatotropina;30.75;31.35;
30043912;;0;Gonadotropina coriônica (hCG);30.75;38.24;
30043913;;0;Menotropinas;30.75;38.24;
30043914;;0;Corticotropina (ACTH);30.75;35.50;
30043915;;0;Gonadotropina sérica (PMSG);30.75;35.50;
30043916;;0;Somatostatina ou seus sais;30.75;31.35;
30043917;;0;Buserelina ou seu acetato;30.75;31.35;
30043918;;0;Triptorelina ou seus sais;30.75;31.35;
30043919;;0;Leuprolida ou seu acetato;30.75;31.35;
30043921;;0;LH-RH (gonadorelina);30.75;31.35;
30043922;;0;Oxitocina;30.75;38.24;
30043923;;0;Sais de insulina;30.75;38.24;
30043924;;0;Timosinas;30.75;31.35;
30043925;;0;Calcitonina;30.75;35.50;
30043926;;0;Octreotida;30.75;31.35;
30043927;;0;Goserelina ou seu acetato;30.75;31.35;
30043928;;0;Nafarelina ou seu acetato;30.75;31.35;
30043929;;0;Outros;30.75;35.50;
30043931;;0;Hemissuccinato de estradiol;30.75;38.24;
30043932;;0;Fempropionato de estradiol;30.75;38.24;
30043933;;0;Estriol ou seu succinato;30.75;38.24;
30043934;;0;Alilestrenol;30.75;38.24;
30043935;;0;Linestrenol;30.75;38.24;
30043936;;0;"Acetato de megestrol; formestano; fulvestranto";30.75;31.35;
30043937;;0;Desogestrel;30.75;38.24;
30043939;;0;Outros;30.75;35.50;
30043981;;0;Levotiroxina sódica;30.75;37.36;
30043982;;0;Liotironina sódica;30.75;37.36;
30043991;;0;Sal sódico ou éster metílico do ácido 9,11,15-triidroxi-16-(3-clorofenoxi)prosta-5,13-dien-1-óico (derivado da prostaglandina F2alfa);30.75;31.35;
30043992;;0;Tiratricol (triac) ou seu sal sódico;30.75;38.24;
30043994;;0;Exemestano;30.75;31.35;
30043999;;0;Outros;30.75;35.50;
30044010;;0;"Vimblastina; vincristina; derivados destes produtos; topotecan ou seu cloridrato";30.75;31.35;
30044020;;0;Pilocarpina, seu nitrato ou seu cloridrato;30.75;38.24;
30044030;;0;Metanossulfonato de diidroergocristina;30.75;35.50;
30044040;;0;Codeína ou seus sais;30.75;38.24;
30044050;;0;"Granisetron; tropisetrona ou seu cloridrato";30.75;31.35;
30044090;;0;Outros;30.75;35.50;
30045010;;0;Folinato de cálcio (leucovorina);30.75;35.50;
30045020;;0;Nicotinamida;30.75;38.24;
30045030;;0;"Hidroxocobalamina ou seus sais; cianocobalamina";30.75;38.24;
30045040;;0;Vitamina A1 (retinol) ou seus derivados, exceto o ácido retinóico;30.75;38.24;
30045050;;0;"D-Pantotenato de cálcio; vitamina D3 (colecalciferol)";30.75;35.50;
30045060;;0;Ácido retinóico (tretinoína);30.75;31.35;
30045090;;0;Outros;30.75;35.50;
30049011;;0;Estreptoquinase;26.75;27.35;
30049012;;0;L-Asparaginase;26.75;27.35;
30049013;;0;Deoxirribonuclease;26.75;27.35;
30049019;;0;Outros;26.75;31.50;
30049021;;0;"Permetrina; nitrato de propatila; benzoato de benzila; dioctilsulfossuccinato de sódio";26.75;34.24;
30049022;;0;"Ácido cólico; ácido deoxicólico; sal magnésico do ácido deidrocólico";26.75;34.24;
30049023;;0;Ácido glucônico, seus sais ou seus ésteres;26.75;34.24;
30049024;;0;"Ácido O-acetilsalicílico; O-acetilsalicilato de alumínio; salicilato de metila; diclorvós";26.75;34.24;
30049025;;0;Lactofosfato de cálcio;26.75;34.24;
30049026;;0;"Ácido láctico, seus sais ou seus ésteres; ácido 4-(4-hidroxifenoxi)-3,5-diiodofenilacético; ácido fumárico, seus sais ou seus ésteres";26.75;34.24;
30049027;;0;Nitroglicerina, destinada a ser administrada por via percutânea;26.75;28.45;
30049028;;0;"Etretinato; fosfestrol ou seus sais de di ou tetrassódio";26.75;27.35;
30049029;;0;Outros;26.75;31.50;
30049031;;0;"Sulfato de tranilcipromina; dietilpropiona";26.75;34.24;
30049032;;0;Cloridrato de ketamina;26.75;34.24;
30049033;;0;Clembuterol ou seu cloridrato;26.75;34.24;
30049034;;0;Tamoxifen ou seu citrato;26.75;34.24;
30049035;;0;"Levodopa; alfa-metildopa";26.75;34.24;
30049036;;0;"Cloridrato de fenilefrina; mirtecaína; propranolol ou seus sais";26.75;34.24;
30049037;;0;"Diclofenaco de sódio; diclofenaco de potássio; diclofenaco de dietilamônio";26.75;34.24;
30049038;;0;"Clorambucil; clormetina (DCI) ou seu cloridrato; melfalano; toremifene ou seu citrato";26.75;27.35;
30049039;;0;Outros;26.75;31.50;
30049041;;0;"Metoclopramida ou seu cloridrato; closantel";26.75;34.24;
30049042;;0;"Atenolol; prilocaína ou seu cloridrato; talidomida";26.75;34.24;
30049043;;0;"Lidocaína ou seu cloridrato; flutamida";26.75;34.24;
30049044;;0;Femproporex;26.75;34.24;
30049045;;0;"Paracetamol; bromoprida";26.75;34.24;
30049046;;0;"Amitraz; cipermetrina";26.75;34.24;
30049047;;0;"Clorexidina ou seus sais; isetionato de pentamidina";26.75;34.24;
30049048;;0;"Aminoglutetimida; carmustina; deferoxamina (desferrioxamina B) ou seus sais, derivados destes produtos; lomustina";26.75;27.35;
30049049;;0;Outros;26.75;31.50;
30049051;;0;Quercetina;26.75;34.24;
30049052;;0;Tiaprida;26.75;31.50;
30049053;;0;Etidronato dissódico;26.75;34.24;
30049054;;0;Cloridrato de amiodarona;26.75;34.24;
30049055;;0;"Nitrovin; moxidectina";26.75;34.24;
30049057;;0;"Carbocisteína; sulfiram";26.75;34.24;
30049058;;0;"Ácido clodrônico ou seu sal dissódico; estreptozocina; fotemustina";26.75;27.35;
30049059;;0;Outros;26.75;31.50;
30049061;;0;"Terfenadina; talniflumato; malato ácido de cleboprida; econazol ou seu nitrato; nitrato de isoconazol; flubendazol; cloridrato de mepivacaína; trimetoprima; cloridrato de bupivacaína";26.75;34.24;
30049062;;0;"Cloridrato de loperamida; fembendazol; ketorolac trometamina; nifedipina nimodipina; nitrendipina";26.75;34.24;
30049063;;0;"Albendazol ou seu sulfóxido; mebendazol; 6-mercaptopurina; metilsulfato de amezínio; oxifendazol; praziquantel";26.75;34.24;
30049064;;0;"Alprazolam; bromazepam; clordiazepóxido; cloridrato de petidina; diazepam; droperidol; mazindol; triazolam";26.75;34.24;
30049065;;0;"Benzetimida ou seu cloridrato; fenitoína ou seu sal sódico; isoniazida; pirazinamida";26.75;34.24;
30049066;;0;"Ácido 2-(2-metil-3-cloroanilina)nicotínico ou seu sal de lisina; metronidazol ou seus sais; azatioprina; nitrato de miconazol";26.75;34.24;
30049067;;0;"Enrofloxacina; maleato de enalapril; maleato de pirilamina; nicarbazina; norfloxacina; sais de piperazina";26.75;34.24;
30049068;;0;"Altretamina; bortezomib; dacarbazina; disoproxilfumarato de tenofovir; enfuvirtida; fluspirileno; letrozol; lopinavir; mesilato de imatinib; nelfinavir ou seu mesilato; nevirapine; pemetrexed; saquinavir; sulfato de abacavir; sulfato de atazanavir; sulfat";18.75;19.35;
30049069;;0;Outros;18.75;23.50;
30049071;;0;"Levamisol ou seus sais; tetramisol";26.75;31.50;
30049072;;0;"Sulfadiazina ou seu sal sódico; sulfametoxazol";26.75;34.24;
30049073;;0;"Cloxazolam; ketazolam; piroxicam; tenoxicam";26.75;34.24;
30049074;;0;"Ftalilsulfatiazol; inosina";26.75;34.24;
30049075;;0;"Enantato de flufenazina; prometazina; gliburida; rutosídio; deslanosídio";26.75;34.24;
30049076;;0;"Clortalidona; furosemida";26.75;34.24;
30049077;;0;"Cloridrato de tizanidina; cetoconazol; furazolidona";26.75;34.24;
30049078;;0;"Amprenavir; aprepitanto; delavirdina ou seu mesilato; efavirenz; emtricitabina; etopósido; everolimus; fosamprenavir cálcico; fosfato de fludarabina; gencitabina ou seu cloridrato; raltitrexida; ritonavir; sirolimus; tacrolimus; tenipósido";18.75;19.35;
30049079;;0;Outros;18.75;23.50;
30049091;;0;Extrato de pólen;26.75;31.50;
30049092;;0;"Crisarobina; disofenol";26.75;34.24;
30049093;;0;Diclofenaco resinato;26.75;34.24;
30049094;;0;Silimarina;26.75;31.50;
30049095;;0;"Bussulfano; dexormaplatina; dietilestilbestrol ou seu dipropionato; enloplatina; iproplatina; lobaplatina; miboplatina; miltefosina; mitotano; ormaplatina; procarbazina ou seu cloridrato; propofol; sebriplatina; zeniplatina";26.75;27.35;
30049096;;0;Complexo de ferro dextrana;26.75;34.24;
30049099;;0;Outros;26.75;31.50;
30051010;;0;Impregnados ou recobertos de substâncias farmacêuticas;30.75;37.36;
30051020;;0;Curativos (pensos) cirúrgicos que permitem a observação direta de feridas;30.75;37.36;
30051030;;0;Curativos (pensos) impermeáveis aplicáveis sobre mucosas;30.75;37.36;
30051040;;0;Curativos (pensos) com obturador próprios para colostomia (cones obturadores);30.75;32.45;
30051050;;0;Curativos (pensos) com fecho de correr próprios para fechar ferimentos;30.75;32.45;
30051090;;0;Outros;30.75;37.36;
30059011;;0;De ácido poliglicólico;30.75;32.45;
30059012;;0;De copolímeros de ácido glicólico e ácido láctico;30.75;32.45;
30059019;;0;Outros;30.75;37.36;
30059020;;0;Campos cirúrgicos, de falso tecido;30.75;37.36;
30059090;;0;Outros;30.75;37.36;
30061010;;0;Materiais para suturas cirúrgicas, de polidiexanona;20.11;21.81;
30061020;;0;Materiais para suturas cirúrgicas, de aço inoxidável;20.11;21.81;
30061090;;0;Outros;20.11;26.72;
30062000;;0;-Reagentes destinados à determinação dos grupos ou dos fatores sanguíneos;20.11;25.81;
30063011;;0;À base de ioexol;30.75;32.45;
30063012;;0;À base de iocarmato de dimeglumina ou de gadoterato de meglumina;30.75;32.45;
30063013;;0;À base de iopamidol;30.75;32.45;
30063015;;0;À base de dióxido de zircônio e sulfato de gentamicina;30.75;32.45;
30063016;;0;À base de diatrizoato de sódio ou de meglumina;30.75;32.45;
30063017;;0;À base de ioversol ou de iopromida;30.75;32.45;
30063018;;0;À base de iotalamato de sódio, de iotalamato de meglumina ou de suas misturas;30.75;32.45;
30063019;;0;Outras;30.75;37.36;
30063021;;0;À base de somatoliberina;20.11;21.81;
30063029;;0;Outros;20.11;26.72;
30064011;;0;Cimentos;20.11;26.72;
30064012;;0;Outros produtos para obturação dentária;20.11;21.81;
30064020;;0;Cimentos para reconstituição óssea;20.11;21.81;
30065000;;0;-Estojos e caixas de primeiros-socorros, guarnecidos;30.75;38.24;
30066000;;0;-Preparações químicas contraceptivas à base de hormônios, de outros produtos da posição 29.37 ou de espermicidas;30.75;37.36;
30067000;;0;-Preparações sob a forma de gel, concebidas para uso em medicina humana ou veterinária, como lubrificante para determinadas partes do corpo em intervenções cirúrgicas ou exames médicos, ou como meio de ligação entre o corpo e os instrumentos médicos;20.11;27.60;
30069110;;0;Bolsas para colostomia, ileostomia e urostomia;20.11;23.88;
30069190;;0;Outros;20.11;29.27;
30069200;;0;--Desperdícios farmacêuticos;30.75;38.24;
31010000;;0;"Adubos (fertilizantes) de origem animal ou vegetal, mesmo misturados entre si ou tratados quimicamente; adubos (fertilizantes) resultantes da mistura ou do tratamento químico de produtos de origem animal ou vegetal.";31.45;34.20;
31021010;;0;Com teor de nitrogênio (azoto) superior a 45%, em peso, calculado sobre o produto anidro no estado seco;20.11;23.88;
31021090;;0;Outra;20.11;23.88;
31022100;;0;--Sulfato de amônio;20.11;22.86;
31022910;;0;Sulfonitrato de amônio;20.11;20.71;
31022990;;0;Outros;20.11;20.71;
31023000;;0;-Nitrato de amônio, mesmo em solução aquosa;20.11;20.71;
31024000;;0;-Misturas de nitrato de amônio com carbonato de cálcio ou com outras matérias inorgânicas desprovidas de poder fertilizante;20.11;20.71;
31025011;;0;Com teor de nitrogênio (azoto) não superior a 16,3%, em peso;20.11;20.71;
31025019;;0;Outro;20.11;20.71;
31025090;;0;Outro;20.11;20.71;
31025090;01;0;Ex 01 - Com teor de nitrogênio superior a 16,3% em peso;20.11;20.71;
31026000;;0;-Sais duplos e misturas de nitrato de cálcio e nitrato de amônio;20.11;20.71;
31028000;;0;-Misturas de ureia com nitrato de amônio em soluções aquosas ou amoniacais;20.11;22.86;
31029000;;0;-Outros, incluindo as misturas não mencionadas nas subposições precedentes;20.11;20.71;
31029000;01;0;Ex 01 - Cianamida cálcica com teor de nitrogênio superior a 25% em peso;20.11;20.71;
31031010;;0;Com teor de pentóxido de fósforo (P2O5) não superior a 22%, em peso;20.11;23.88;
31031020;;0;Com teor de pentóxido de fósforo (P2O5) superior a 22% mas não superior a 45%, em peso;20.11;23.88;
31031030;;0;Com teor de pentóxido de fósforo (P2O5) superior a 45%, em peso;20.11;23.88;
31039011;;0;Com teor de pentóxido de fósforo (P2O5) não superior a 46%, em peso;20.11;20.71;
31039019;;0;Outros;20.11;20.71;
31039090;;0;Outros;20.11;20.71;
31042010;;0;Com teor de óxido de potássio (K2O) não superior a 60%, em peso;20.11;20.71;
31042090;;0;Outros;20.11;20.71;
31043010;;0;Com teor de óxido de potássio (K2O) não superior a 52%, em peso;20.11;20.71;
31043090;;0;Outros;20.11;20.71;
31049010;;0;Sulfato duplo de potássio e magnésio, com teor de óxido de potássio (K2O) superior a 30%, em peso;20.11;23.88;
31049090;;0;Outros;20.11;20.71;
31051000;;0;-Produtos do presente Capítulo apresentados em tabletes ou formas semelhantes, ou ainda em embalagens com peso bruto não superior a 10 kg;20.11;23.88;
31051000;01;0;Ex 01 - Nitrato de sódio com teor de nitrogênio superior a 16,3% em peso;20.11;23.88;
31051000;02;0;Ex 02 - Cianamida cálcica com teor de nitrogênio superior a 25% em peso;20.11;23.88;
31051000;03;0;Ex 03 - Sulfato de potássio com teor de óxido de potássio (K2O) superior a 52% em peso;20.11;23.88;
31051000;04;0;Ex 04 - Sulfato duplo de magnésio e potássio com teor de óxido de potássio (K2O) com teor superior a 30% em peso;20.11;23.88;
31052000;;0;-Adubos (fertilizantes) minerais ou químicos, que contenham os três elementos fertilizantes: nitrogênio (azoto), fósforo e potássio;20.11;23.88;
31053010;;0;Com teor de arsênio superior ou igual a 6 mg/kg;20.11;23.88;
31053090;;0;Outros;20.11;23.88;
31054000;;0;-Diidrogeno-ortofosfato de amônio (fosfato monoamônico ou monoamoniacal), mesmo misturado com hidrogeno-ortofosfato de diamônio (fosfato diamônico ou diamoniacal);20.11;23.88;
31055100;;0;--Que contenham nitratos e fosfatos;20.11;22.86;
31055900;;0;--Outros;20.11;22.86;
31056000;;0;-Adubos (fertilizantes) minerais ou químicos, que contenham os dois elementos fertilizantes: fósforo e potássio;20.11;22.86;
31059011;;0;Com teor de nitrogênio (azoto) não superior a 15%, em peso, e de óxido de potássio (K2O) não superior a 15%, em peso;20.11;20.71;
31059019;;0;Outros;20.11;20.71;
31059090;;0;Outros;20.11;22.86;
32011000;;0;-Extrato de quebracho;31.45;37.15;
32012000;;0;-Extrato de mimosa;31.45;37.15;
32019011;;0;De gambir;31.45;33.15;
32019012;;0;De carvalho ou de castanheiro;31.45;37.15;
32019019;;0;Outros;31.45;37.15;
32019020;;0;Taninos;31.45;37.15;
32019090;;0;Outros;31.45;37.15;
32021000;;0;-Produtos tanantes orgânicos sintéticos;31.45;37.15;
32029011;;0;À base de sais de cromo;31.45;37.15;
32029012;;0;À base de sais de titânio;31.45;33.15;
32029013;;0;À base de sais de zircônio;31.45;33.15;
32029019;;0;Outros;31.45;37.15;
32029021;;0;À base de compostos de cromo;31.45;37.15;
32029029;;0;Outros;31.45;37.15;
32029030;;0;Preparações enzimáticas para a pré-curtimenta;31.45;37.15;
32030011;;0;Hemateína;31.45;33.15;
32030012;;0;Fisetina;31.45;33.15;
32030013;;0;Morina;31.45;33.15;
32030019;;0;Outras;31.45;37.15;
32030021;;0;Carmim de cochonilha;31.45;37.15;
32030029;;0;Outras;31.45;37.15;
32030030;;0;Preparações indicadas na Nota 3 do presente Capítulo, à base de matérias corantes de origem vegetal ou animal;31.45;37.15;
32041100;;0;--Corantes dispersos e preparações à base desses corantes;31.45;38.06;
32041210;;0;Corantes ácidos, mesmo metalizados, e preparações à base desses corantes;31.45;38.94;
32041220;;0;Corantes mordentes e preparações à base desses corantes;31.45;38.06;
32041300;;0;--Corantes básicos e preparações à base desses corantes;31.45;38.94;
32041400;;0;--Corantes diretos e preparações à base desses corantes;31.45;38.94;
32041510;;0;Indigo blue segundo Colour Index 73.000;31.45;38.94;
32041520;;0;Dibenzantrona;31.45;33.15;
32041530;;0;12,12-Dimetoxidibenzantrona;31.45;33.15;
32041590;;0;Outros;31.45;38.94;
32041600;;0;--Corantes reagentes e preparações à base desses corantes;31.45;38.94;
32041700;;0;--Pigmentos e preparações à base desses pigmentos;31.45;38.94;
32041911;;0;Carotenóides;31.45;33.15;
32041912;;0;Preparações contendo beta-caroteno, ésteres metílico ou etílico do ácido 8’-apo-beta-carotenóico ou cantaxantina, com óleos ou gorduras vegetais, amido, gelatina, sacarose ou dextrina, próprias para colorir alimentos;31.45;33.15;
32041913;;0;Outras preparações próprias para colorir alimentos;31.45;38.06;
32041919;;0;Outras;31.45;38.94;
32041920;;0;Corantes solúveis em solventes (corantes solventes);31.45;38.94;
32041930;;0;Corantes azóicos;31.45;38.94;
32041990;;0;Outras;31.45;38.94;
32042011;;0;Derivados do ácido 4,4-bis-(1,3,5)triazinil-6-aminoestilbeno-2,2-dissulfônico;31.45;38.94;
32042019;;0;Outros;31.45;38.94;
32042090;;0;Outros;31.45;38.94;
32049000;;0;-Outros;31.45;38.94;
32050000;;0;"Lacas corantes; preparações indicadas na Nota 3 do presente Capítulo, à base de lacas corantes.";31.45;38.06;
32061111;;0;Com tamanho médio de partícula superior ou igual a 0,6 micrômetros (mícrons), com adição de modificadores;31.45;36.20;
32061119;;0;Outros;31.45;38.06;
32061120;;0;Outros pigmentos;31.45;38.06;
32061130;;0;Preparações;31.45;38.06;
32061910;;0;Pigmento constituído por mica revestida com película de dióxido de titânio;31.45;33.15;
32061990;;0;Outros;31.45;38.06;
32062000;;0;-Pigmentos e preparações à base de compostos de cromo;31.45;38.06;
32064100;;0;--Ultramar e suas preparações;31.45;33.15;
32064210;;0;Litopônio;31.45;33.15;
32064290;;0;Outros;31.45;38.06;
32064910;;0;Pigmentos e preparações à base de compostos de cádmio;31.45;38.06;
32064920;;0;Pigmentos e preparações à base de hexacianoferratos (ferrocianetos e ferricianetos);31.45;38.06;
32064990;;0;Outras;31.45;38.06;
32065011;;0;Halofosfatos de cálcio ou de estrôncio;31.45;33.15;
32065019;;0;Outros;31.45;38.06;
32065021;;0;Halofosfatos de cálcio ou de estrôncio;31.45;33.15;
32065029;;0;Outros;31.45;33.15;
32071010;;0;À base de zircônio ou seus sais;31.45;38.06;
32071090;;0;Outros;31.45;38.06;
32072010;;0;Engobos;31.45;38.06;
32072091;;0;Com um teor, em peso, de prata superior ou igual a 25% ou de bismuto superior ou igual a 40%, dos tipos utilizados na fabricação de circuitos impressos;31.45;33.15;
32072099;;0;Outras;31.45;38.06;
32073000;;0;-Polimentos líquidos e preparações semelhantes;31.45;38.06;
32074010;;0;Fritas de vidro;31.45;38.06;
32074090;;0;Outros;31.45;38.06;
32081010;;0;Tintas;34.12;41.61;
32081020;;0;Vernizes;34.12;41.61;
32081030;;0;Soluções definidas na Nota 4 do presente Capítulo;34.12;41.61;
32082011;;0;À base de polímeros acrílicos, apresentadas em sortidos definidos na Nota 3 da Seção VI, dos tipos utilizados para a fabricação de circuitos impressos;34.12;35.82;
32082019;;0;Outras;34.12;41.61;
32082020;;0;Vernizes;34.12;41.61;
32082030;;0;Soluções definidas na Nota 4 do presente Capítulo;34.12;41.61;
32089010;;0;Tintas;34.12;41.61;
32089021;;0;À base de derivados de celulose;34.12;41.61;
32089029;;0;Outros;34.12;41.61;
32089031;;0;De silicones;36.55;44.04;
32089039;;0;Outras;36.55;44.04;
32091010;;0;Tintas;34.12;41.61;
32091020;;0;Vernizes;34.12;41.61;
32099011;;0;À base de politetrafluoretileno;34.12;41.61;
32099019;;0;Outras;34.12;41.61;
32099020;;0;Vernizes;34.12;41.61;
32100010;;0;Tintas;36.55;44.04;
32100020;;0;Vernizes;36.55;44.04;
32100030;;0;Pigmentos a água preparados, dos tipos utilizados para acabamento de couros;36.55;44.04;
32110000;;0;Secantes preparados.;36.55;44.04;
32121000;;0;-Folhas para marcar a ferro;36.55;44.04;
32129010;;0;Alumínio em pó ou em lamelas, empastado com solvente do tipo hidrocarbonetos, com teor de alumínio superior ou igual a 60%, em peso;36.55;44.04;
32129090;;0;Outros;36.55;44.04;
32131000;;0;-Cores em sortidos;35.85;43.34;
32139000;;0;-Outras;35.85;43.34;
32141010;;0;Mástique de vidraceiro, cimentos de resina e outros mástiques;36.55;44.04;
32141020;;0;Indutos utilizados em pintura;34.12;41.61;
32149000;;0;-Outros;30.12;37.61;
32151100;;0;--Pretas;31.45;38.94;
32151900;;0;--Outras;31.45;38.94;
32159000;;0;-Outras;31.45;38.94;
33011210;;0;De petit grain;38.25;45.74;
33011290;;0;Outros;38.25;45.74;
33011300;;0;--De limão;38.25;45.74;
33011910;;0;De lima;38.25;45.74;
33011990;;0;Outros;38.25;45.74;
33012400;;0;--De hortelã-pimenta (Mentha piperita);38.25;45.74;
33012510;;0;De menta japonesa (Mentha arvensis);38.25;44.86;
33012520;;0;De mentha spearmint (Mentha viridis L.);38.25;39.95;
33012590;;0;Outros;38.25;39.95;
33012911;;0;De citronela;38.25;45.74;
33012912;;0;De cedro;38.25;39.95;
33012913;;0;De pau-santo (Bulnesia sarmientoi);38.25;45.74;
33012914;;0;De lemongrass;38.25;45.74;
33012915;;0;De pau-rosa;38.25;45.74;
33012916;;0;De palma rosa;38.25;45.74;
33012917;;0;De coriandro;38.25;45.74;
33012918;;0;De cabreúva;38.25;45.74;
33012919;;0;De eucalipto;38.25;44.86;
33012921;;0;De alfazema ou lavanda;38.25;39.95;
33012922;;0;De vetiver;38.25;45.74;
33012990;;0;Outros;38.25;39.95;
33013000;;0;-Resinóides;38.25;39.95;
33019010;;0;Soluções concentradas de óleos essenciais em gorduras, em óleos fixos, em ceras ou em matérias análogas, obtidas por tratamento de flores através de substâncias gordas ou por maceração;38.25;45.74;
33019020;;0;Subprodutos terpênicos residuais da desterpenação dos óleos essenciais;38.25;45.74;
33019030;;0;Águas destiladas aromáticas e soluções aquosas de óleos essenciais;38.25;45.74;
33019040;;0;Oleorresinas de extração;38.25;43.00;
33021000;;0;-Dos tipos utilizados para as indústrias alimentares ou de bebidas;38.25;45.74;
33029011;;0;Vetiverol;38.25;45.74;
33029019;;0;Outras;38.25;45.74;
33029090;;0;Outras;38.25;45.74;
33030010;;0;Perfumes (extratos);57.66;66.82;
33030020;;0;Águas-de-colônia;47.07;56.23;
33041000;;0;-Produtos de maquiagem para os lábios;51.18;60.34;
33042010;;0;Sombra, delineador, lápis para sobrancelhas e rímel;51.18;60.34;
33042090;;0;Outros;51.18;60.34;
33043000;;0;-Preparações para manicuros e pedicuros;51.18;60.34;
33049100;;0;--Pós, incluindo os compactos;51.18;60.34;
33049100;01;0;Ex 01 - Talco e polvilho com ou sem perfume;47.07;56.23;
33049910;;0;"Cremes de beleza e cremes nutritivos; loções tônicas";51.18;60.34;
33049990;;0;Outros;51.18;60.34;
33049990;01;0;Ex 01 - Preparados bronzeadores;42.40;51.56;
33049990;02;0;Ex 02 - Preparados anti-solares, exceto os que possuam propriedades de bronzeadores;36.39;45.55;
33051000;;0;-Xampus;38.55;47.71;
33052000;;0;-Preparações para ondulação ou alisamento, permanentes, dos cabelos;51.18;60.34;
33053000;;0;-Laquês para o cabelo;51.18;60.34;
33059000;;0;-Outras;51.18;60.34;
33059000;01;0;Ex 01 - Condicionadores;44.73;53.89;
33061000;;0;-Dentifrícios (dentífricos);20.24;29.40;
33062000;;0;-Fios utilizados para limpar os espaços interdentais (fios dentais);24.24;32.58;
33069000;;0;-Outras;24.24;33.40;
33071000;;0;-Preparações para barbear (antes, durante ou após);46.51;55.67;
33072010;;0;Líquidos;38.55;47.71;
33072090;;0;Outros;38.55;47.71;
33073000;;0;-Sais perfumados e outras preparações para banhos;51.18;60.34;
33074100;;0;--Agarbate e outras preparações odoríferas que atuem por combustão;51.18;60.34;
33074900;;0;--Outras;51.18;60.34;
33079000;;0;-Outros;51.18;60.34;
33079000;01;0;Ex 01 - Soluções para lentes de contato ou para olhos artificiais;42.40;51.56;
34011110;;0;Sabões medicinais;34.12;43.28;
34011190;;0;Outros;34.12;43.28;
34011900;;0;--Outros;34.12;43.28;
34011900;01;0;Ex 01 - Papel, pastas (“ouates”), feltros e falsos tecidos, impregnados, revestidos ou recobertos de sabão ou de detergentes;36.55;45.71;
34011900;02;0;Ex 02 - Produtos e preparações orgânicos tensoativos utilizados como sabão;36.55;45.71;
34011900;03;0;Ex 03 - Sabão;31.45;40.61;
34012010;;0;De toucador;34.12;43.28;
34012090;;0;Outros;34.12;43.28;
34013000;;0;-Produtos e preparações orgânicos tensoativos para lavagem da pele, em forma de líquido ou de creme, acondicionados para venda a retalho, mesmo que contenham sabão;36.55;45.71;
34021110;;0;Dibutilnaftalenossulfato de sódio;34.12;35.82;
34021120;;0;N-Metil-N-oleiltaurato de sódio;34.12;35.82;
34021130;;0;Alquilsulfonato de sódio, secundário;34.12;35.82;
34021140;;0;Misturas de ácidos alquilbenzenossulfônicos;34.12;41.61;
34021190;;0;Outros;34.12;41.61;
34021210;;0;Acetato de oleilamina;34.12;35.82;
34021290;;0;Outros;34.12;41.61;
34021300;;0;--Não iônicos;34.12;41.61;
34021900;;0;--Outros;34.12;41.61;
34022000;;0;-Preparações acondicionadas para venda a retalho;34.12;43.28;
34029011;;0;Que contenham exclusivamente produtos não iônicos;34.12;41.61;
34029019;;0;Outras;34.12;41.61;
34029021;;0;Soluções ou emulsões hidroalcoólicas de (1-perfluoralquil-2-acetoxi)propil-betaína;34.12;35.82;
34029022;;0;À base de nonanoiloxibenzenossulfonato de sódio;34.12;35.82;
34029023;;0;Soluções ou emulsões hidroalcoólicas de sulfonatos de perfluoralquiltrimetilamônio e de perfluoralquilacrilamida;34.12;35.82;
34029029;;0;Outras;34.12;43.28;
34029031;;0;À base de nonilfenol etoxilado;34.12;43.28;
